,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13
5060,200.05046,0.18517,-99.79710,-1.05164,229.99395,-122.42835,Q3,-2.42719,1.14975,7.80962,3.35099,True,950.35377
5061,200.06023,0.25327,-97.48322,-1.05783,229.98888,-119.27975,Q3,0.89009,0.57670,8.68745,-1.89564,True,951.55955
5062,199.62439,0.28514,-104.32771,-1.05458,229.56470,-122.89134,EBIT/Wh,-0.19767,-0.31507,17.65214,-4.16805,True,945.95808
5063,199.36177,-0.43169,-101.73701,-1.05093,229.30470,-120.94836,EBIT/Wh,2.18194,-0.09219,11.01662,0.44711,True,945.94034
5064,198.92697,-0.73139,-93.45463,-1.05773,228.85801,-121.17833,AI,-0.20715,-0.43582,9.06579,1.80095,True,947.90753
5065,199.47805,0.40508,-102.21955,-1.05125,229.41532,-120.36589,EBIT/Wh,0.24078,1.12560,11.73515,3.60129,True,946.28045
5066,199.71670,1.21980,-105.14550,-1.05258,229.65156,-119.88324,EBIT/Wh,0.80707,-0.16436,13.24733,-3.00202,True,946.01077
5067,200.85048,-0.61492,-104.20262,-1.06011,230.77644,-124.44638,Q3,0.15560,-0.20957,8.83203,3.05387,True,952.15111
5068,199.50885,0.49723,-95.31492,-1.05389,229.44902,-123.58574,EBIT/Wh,1.01290,0.22810,14.57914,-4.06275,True,949.88681
5069,200.16073,-0.24949,-98.99388,-1.04430,230.11447,-122.36804,Q3,1.75350,-2.34130,11.68421,-1.50896,True,951.30669
5070,200.51866,1.08207,-104.32296,-1.06742,230.43294,-123.45939,Q3,-0.09061,-0.72116,8.90988,-5.45237,True,950.43181
5071,200.46756,0.11596,-99.41218,-1.05752,230.39748,-121.51753,Q3,-1.07871,-0.42728,5.66694,-0.91158,True,952.63171
5072,199.72203,-0.07931,-96.08090,-1.03994,229.68391,-120.99825,EBIT/Wh,1.16811,0.43296,11.08018,-3.53338,True,950.56969
5073,201.49605,-0.39231,-101.72456,-1.06352,231.41532,-120.93053,Q2,0.24021,0.02658,12.56818,2.49895,True,956.61795
5074,199.24691,0.21676,-99.86274,-1.05767,229.17775,-118.33761,EBIT/Wh,0.60548,0.25531,13.24891,0.14231,True,946.30320
5075,200.79040,0.86789,-105.57132,-1.04808,230.73927,-124.82439,Q3,-0.41509,0.46755,10.48959,-2.78129,True,951.16632
5076,200.02331,-0.93886,-110.69559,-1.04956,229.96889,-118.61296,Q3,0.10712,-4.99169,13.62331,-5.70142,True,944.76876
5077,198.57169,0.52104,-100.29888,-1.05433,228.51126,-120.44850,AI,1.87632,-1.24180,11.95764,-0.31393,True,942.70899
5078,198.50971,-1.36135,-103.56654,-1.06267,228.43219,-118.23964,AI,0.60498,-0.74369,12.32708,8.85547,True,940.76528
5079,201.40995,0.81208,-105.70528,-1.06963,231.31942,-120.40452,Q2,0.46754,0.84430,9.70625,1.14178,True,954.19713
5080,198.59179,-0.17841,-98.24286,-1.05120,228.53212,-120.27628,AI,0.03095,-0.45350,9.73346,4.45665,True,943.83750
5081,200.01227,-0.35854,-105.73042,-1.05891,229.94385,-120.20017,Q3,1.99607,-0.53226,12.22154,-2.15958,True,947.19613
5082,199.49573,-0.54569,-97.71052,-1.06052,229.42180,-116.75203,EBIT/Wh,0.82546,0.06497,4.46427,5.00803,True,948.62337
5083,200.67852,-0.00098,-104.05521,-1.05732,230.61281,-122.97380,Q3,0.24877,0.51171,9.74884,-2.47252,True,951.36499
5084,200.58893,-0.24996,-101.88781,-1.06013,230.51680,-120.51521,Q3,0.61248,-0.22888,15.08177,7.27744,True,952.00073
5085,199.91497,0.75651,-96.63327,-1.06285,229.83561,-122.98603,EBIT/Wh,0.78344,0.98500,11.28988,1.28622,True,951.25821
5086,201.02842,0.19823,-102.79747,-1.05725,230.96213,-122.86057,Q2,-0.63457,0.62878,12.37236,-1.09955,True,953.74336
5087,198.47215,-1.04727,-100.94592,-1.04579,228.42327,-119.26112,AI,2.06999,-1.87759,10.37332,-0.27267,True,941.88779
5088,200.63517,-1.41298,-95.47475,-1.05310,230.57525,-124.46181,Q3,0.12074,1.27023,10.95665,1.34750,True,955.43846
5089,199.73230,-0.08607,-97.67948,-1.05507,229.66808,-120.85758,EBIT/Wh,-1.40263,1.19542,9.16826,-2.53484,True,949.82173
5090,200.03884,-0.62091,-95.50589,-1.04307,229.99397,-120.18716,Q3,-2.01664,0.99329,11.03422,-4.45847,True,952.44126
5091,199.75867,-1.16438,-96.43013,-1.04621,229.70786,-121.57798,EBIT/Wh,1.19062,-0.44638,11.42678,6.09174,True,950.57829
5092,200.28465,1.12785,-97.96113,-1.04582,230.23760,-120.18069,Q3,-0.72299,1.66342,13.10816,-1.85558,True,952.44267
5093,199.61212,0.70412,-99.79285,-1.07022,229.51985,-119.49060,EBIT/Wh,0.45157,0.17647,15.90769,-0.80754,True,948.16417
5094,199.06712,-0.03958,-95.76502,-1.06098,228.99216,-117.30212,EBIT/Wh,-0.29758,1.64644,8.45951,2.11585,True,947.45308
5095,200.23978,0.24584,-100.70979,-1.05355,230.18063,-120.78380,Q3,-0.23896,-0.12428,13.09161,-5.58518,True,950.84400
5096,200.46835,-0.55758,-99.35542,-1.05337,230.40414,-121.29225,Q3,2.23515,0.59206,8.99241,2.42062,True,952.66402
5097,201.08509,-0.30609,-100.94166,-1.05193,231.02724,-124.18319,Q2,-0.20272,0.77596,9.46603,1.93783,True,954.95461
5098,199.65172,-1.33206,-102.84576,-1.04948,229.59828,-121.02894,EBIT/Wh,-0.93353,-0.12334,14.56396,-8.09571,True,946.83572
5099,197.57818,-1.08116,-99.58575,-1.05731,227.50898,-116.79462,AI,0.96352,0.52232,8.55675,0.07179,True,938.09804
5100,199.71294,1.03550,-105.16764,-1.05546,229.64940,-120.66339,EBIT/Wh,0.43047,1.76786,11.85645,-4.78739,True,945.98086
5101,200.65427,1.00264,-98.19001,-1.05187,230.59697,-123.57962,Q3,1.34963,-2.90655,11.25219,-3.33650,True,954.17635
5102,199.09287,-0.11402,-99.58317,-1.04646,229.04275,-122.37868,EBIT/Wh,-0.32889,-0.02212,9.06244,-5.03365,True,945.67278
5103,201.36797,-0.30797,-96.23948,-1.04268,231.32589,-123.33771,Q2,-1.57993,1.12495,16.58049,-0.50107,True,958.72012
5104,198.71594,-0.36894,-110.21631,-1.05140,228.65880,-118.45567,AI,1.22246,-1.82141,15.24203,-1.21225,True,938.47153
5105,198.93024,-0.12242,-100.62616,-1.04256,228.88651,-123.35087,AI,1.48678,-0.02527,10.03319,-3.59267,True,944.33811
5106,200.73543,0.79047,-105.37436,-1.04463,230.68703,-120.91097,Q3,-1.08712,-0.53697,14.34280,4.70669,True,950.98999
5107,198.78594,0.79209,-101.08690,-1.04973,228.73194,-119.96289,AI,0.96913,-1.43431,10.54961,3.45121,True,943.38624
5108,200.01378,1.00953,-96.03119,-1.06617,229.92865,-123.20764,Q3,0.29765,-1.47824,9.49027,0.41637,True,952.05328
5109,198.48754,0.88383,-98.45717,-1.06032,228.41204,-120.31209,AI,-2.44932,-1.85066,8.48229,-2.03027,True,943.20914
5110,199.95191,1.36700,-100.62337,-1.05910,229.87993,-119.18043,EBIT/Wh,2.83458,-0.21738,9.36400,-1.15585,True,949.44785
5111,201.09524,0.59456,-95.79786,-1.05201,231.03441,-124.96881,Q2,-0.22113,1.17681,10.41190,0.09517,True,957.57727
5112,199.61686,-0.29208,-94.48571,-1.05286,229.55256,-121.10555,EBIT/Wh,1.19412,-0.09398,7.26796,1.56874,True,950.84146
5113,200.29652,0.01354,-102.24435,-1.04457,230.24537,-122.33071,Q3,-0.84223,0.22618,13.08023,-7.16580,True,950.36041
5114,199.55940,1.14021,-104.47708,-1.05998,229.48783,-121.15883,EBIT/Wh,-0.35703,0.48450,12.50311,0.30886,True,945.55845
5115,199.41482,-1.24896,-96.33004,-1.05163,229.35608,-120.56066,EBIT/Wh,0.10330,-0.24864,8.35809,-0.66326,True,948.90906
5116,201.21608,-0.15779,-100.57730,-1.05851,231.14365,-122.33970,Q2,-0.22649,-1.35113,8.37378,4.72774,True,955.79176
5117,200.19202,-0.50055,-101.80458,-1.05608,230.12954,-120.87663,Q3,0.85571,1.49085,9.27808,-2.49634,True,950.05780
5118,200.30116,0.02057,-97.17840,-1.05535,230.23767,-122.07791,Q3,-1.93983,1.19515,14.35457,-5.87182,True,952.91659
5119,200.13362,-0.00356,-96.50778,-1.06660,230.04815,-122.54604,Q3,1.54533,0.08351,7.67354,-1.72712,True,952.41420
5120,199.75635,0.02402,-102.67819,-1.06725,229.67077,-122.66726,EBIT/Wh,0.30190,1.09388,11.88518,2.72703,True,947.44264
5121,199.94568,-0.67717,-102.55000,-1.05391,229.88078,-122.45484,EBIT/Wh,1.29264,1.17072,15.25310,1.44137,True,948.45340
5122,199.34845,-0.52184,-95.55894,-1.05238,229.29051,-120.41600,EBIT/Wh,-0.84855,-0.01833,11.55218,-0.77284,True,948.96276
5123,200.04299,-0.17610,-105.72135,-1.05770,229.97669,-121.38378,Q3,-1.47715,-1.48115,7.08263,-1.73712,True,947.35425
5124,200.16336,-0.54743,-100.93921,-1.06734,230.07534,-122.12070,Q3,-0.25813,-0.51088,15.35754,4.96047,True,950.34721
5125,199.78993,-0.30966,-99.22802,-1.06580,229.70568,-120.25222,EBIT/Wh,-0.87731,0.24358,11.51068,-0.93455,True,949.33566
5126,201.27254,0.69494,-103.13077,-1.04986,231.21927,-121.78691,Q2,-0.22635,0.17350,13.94565,-9.68626,True,954.79729
5127,199.68153,-0.39773,-97.98965,-1.04213,229.63750,-120.75652,EBIT/Wh,0.23876,-0.24542,9.48636,5.03301,True,949.41283
5128,199.09676,0.33566,-101.48520,-1.05373,229.03727,-121.36262,EBIT/Wh,-0.50904,-1.22604,7.63425,-2.68339,True,944.74122
5129,199.57675,-0.48321,-102.42893,-1.04971,229.52303,-121.01113,EBIT/Wh,-0.37940,-1.59764,10.57603,-4.70984,True,946.66930
5130,200.16350,0.96753,-100.27404,-1.04958,230.10309,-123.77185,Q3,-0.01949,-0.08776,9.56528,1.44048,True,950.68047
5131,198.95525,-0.01901,-100.29293,-1.04324,228.90858,-119.30828,AI,0.98313,-0.85728,10.24902,0.60153,True,944.62976
5132,198.87476,-0.05317,-102.41310,-1.04539,228.82640,-117.44655,AI,0.93290,0.69732,10.94843,3.12111,True,943.16725
5133,199.95564,0.57939,-101.31911,-1.04615,229.90726,-120.74309,EBIT/Wh,1.95798,-0.57311,5.14515,1.70872,True,949.11867
5134,199.08535,0.44792,-100.12899,-1.05588,229.02106,-120.48423,EBIT/Wh,-0.46597,0.88217,12.58381,-3.17849,True,945.36225
5135,199.18661,-0.09518,-99.56279,-1.05674,229.12186,-123.31896,EBIT/Wh,-0.85084,-0.50060,8.20478,0.05385,True,946.15165
5136,200.43903,1.80981,-103.99761,-1.04630,230.38887,-121.69625,Q3,-0.22474,-0.10300,10.13259,8.12932,True,950.19632
5137,199.28801,-0.85283,-101.65216,-1.04497,229.23807,-118.78370,EBIT/Wh,0.18195,0.31038,2.65776,-6.11143,True,945.61398
5138,200.34376,0.41916,-102.02425,-1.05445,230.27654,-120.96962,Q3,-0.65615,-0.45490,13.28431,2.80433,True,950.70670
5139,201.18809,0.11823,-99.73076,-1.05551,231.12416,-125.52252,Q2,-1.24158,0.66399,14.67578,0.33463,True,956.07508
5140,199.33462,-1.34795,-98.35301,-1.04967,229.28096,-126.40854,EBIT/Wh,-1.20123,2.35803,9.05173,-4.18212,True,947.49660
5141,198.50452,-0.48137,-98.58083,-1.05108,228.44833,-117.87554,AI,2.95139,1.28369,10.24364,-1.70035,True,943.23217
5142,199.55742,-0.55923,-100.12838,-1.05637,229.49285,-119.32132,EBIT/Wh,1.16648,0.08875,12.66533,-1.31684,True,947.72292
5143,199.64395,-0.56420,-95.64262,-1.05272,229.58474,-123.90666,EBIT/Wh,-1.12063,-1.04373,7.10850,2.59372,True,950.39846
5144,199.45094,-0.28162,-99.72018,-1.05504,229.38831,-121.21588,EBIT/Wh,0.65833,-2.83421,8.88388,-4.06740,True,947.39463
5145,198.67849,0.18209,-99.05544,-1.05710,228.61080,-119.90792,AI,-0.93122,0.11685,10.67188,-0.27019,True,943.86475
5146,200.57421,0.54057,-92.54308,-1.05014,230.51973,-118.61474,Q3,3.50177,-1.06073,12.85358,-1.46018,True,956.59951
5147,199.87144,-0.93637,-96.27885,-1.06057,229.79777,-120.69646,EBIT/Wh,-1.44417,0.29713,12.01152,4.39992,True,951.21778
5148,199.84489,0.29285,-100.22527,-1.04878,229.79163,-122.72261,EBIT/Wh,0.62501,2.46073,12.21046,-1.30744,True,949.11180
5149,199.73531,-0.32418,-102.20227,-1.05886,229.66601,-122.52928,EBIT/Wh,0.59336,-1.23067,7.25795,-3.28664,True,947.57542
5150,198.33949,-1.63505,-96.10095,-1.06616,228.25705,-117.36916,AI,-0.12340,0.07193,12.18180,-1.45276,True,943.64695
5151,200.55318,0.48317,-107.73869,-1.05770,230.48223,-122.10684,Q3,3.62636,0.89858,13.32094,-0.99237,True,948.89654
5152,200.22090,0.48338,-96.74969,-1.05575,230.15217,-121.40921,Q3,0.55658,0.02066,12.72004,-0.20218,True,952.72964
5153,199.59177,0.46759,-99.78701,-1.05819,229.52014,-121.21364,EBIT/Wh,0.33593,-0.88152,15.61856,-4.56737,True,948.06534
5154,200.36794,-0.84181,-101.18294,-1.06237,230.29128,-121.26204,Q3,-0.66090,-0.02990,9.45308,5.67470,True,951.24825
5155,200.32586,0.15059,-102.49759,-1.06780,230.24042,-119.25829,Q3,-0.23585,-0.40820,8.47891,2.81731,True,950.38051
5156,200.21736,-0.08978,-98.89724,-1.05892,230.14739,-123.43909,Q3,-0.38574,-0.77073,9.92724,5.32655,True,951.63818
5157,202.81773,0.46261,-102.65992,-1.06758,232.72922,-121.27987,Q1,-0.41653,0.49030,7.75853,-1.02863,True,962.75870
5158,199.68353,-0.16587,-95.02573,-1.06457,229.60178,-120.75948,EBIT/Wh,-0.01602,0.79296,13.94453,6.42134,True,950.90479
5159,199.74775,-0.30830,-97.01675,-1.05444,229.68687,-121.35467,EBIT/Wh,-1.57974,0.43273,13.32012,-6.04762,True,950.23035
5160,200.22612,0.51386,-103.23750,-1.05673,230.16015,-121.41419,Q3,-1.37686,0.99303,16.23023,-1.53001,True,949.51183
5161,201.38564,-1.37307,-98.76210,-1.05291,231.32572,-121.75624,Q2,0.88848,-1.27369,12.25197,0.48928,True,957.54715
5162,200.87790,1.00496,-96.29163,-1.04013,230.83865,-121.22417,Q3,0.95046,-0.48295,10.71533,-1.78935,True,956.24370
5163,200.36645,-0.11893,-100.46394,-1.04909,230.31542,-122.12252,Q3,2.14252,0.86325,7.35701,0.33576,True,951.60027
5164,200.60034,-0.64950,-101.79183,-1.04780,230.54673,-122.16119,Q3,-0.18007,0.43514,9.00889,-1.11968,True,952.10579
5165,199.64753,-0.43485,-94.95825,-1.04926,229.59446,-119.57338,EBIT/Wh,0.82515,1.29505,12.83120,-3.10292,True,950.75853
5166,200.77008,-0.27637,-99.56364,-1.05091,230.71069,-118.96094,Q3,-0.04994,-0.14582,4.29884,1.40594,True,954.06856
5167,201.19276,-0.73050,-104.27817,-1.04470,231.14667,-121.31169,Q2,-1.82843,1.15348,12.53507,-7.39977,True,953.82472
5168,200.27840,0.09142,-102.93274,-1.05192,230.21874,-120.44184,Q3,-1.39369,-0.91129,9.12419,-0.69879,True,949.92561
5169,199.61630,-0.59178,-96.91224,-1.06829,229.52684,-123.09058,EBIT/Wh,0.25362,0.51846,10.70347,2.27701,True,949.62538
5170,199.56876,-0.98370,-98.61241,-1.06094,229.49284,-120.29441,EBIT/Wh,-0.57952,0.23155,12.56539,-1.60921,True,948.53760
5171,200.95787,-0.26114,-101.40497,-1.04739,230.90610,-122.33556,Q3,-0.60106,0.08156,16.47583,5.56241,True,954.08689
5172,202.06036,-0.95607,-101.02743,-1.05475,231.99301,-120.68123,Q1,-2.51361,-0.56758,12.33601,2.12016,True,959.78811
5173,200.25033,0.43059,-102.85640,-1.05515,230.18695,-119.98040,Q3,1.13242,1.78378,12.13077,2.49108,True,949.82344
5174,201.12564,0.16293,-101.78904,-1.04610,231.07278,-122.95952,Q2,1.71457,-0.96844,9.05175,3.95654,True,954.73368
5175,200.83590,-0.29886,-98.24940,-1.04303,230.79211,-118.95463,Q3,-1.68093,1.64227,9.62407,-3.87826,True,955.05478
5176,200.19766,-0.60255,-99.33558,-1.05929,230.12319,-120.57811,Q3,1.02075,1.97951,9.71902,-2.79643,True,951.32052
5177,199.04964,-0.15482,-97.43482,-1.05580,228.98589,-120.68435,EBIT/Wh,-0.57495,-0.30009,12.84790,-4.20335,True,946.53080
5178,198.30762,-0.14616,-100.42941,-1.05331,228.24755,-119.64684,AI,-4.72659,4.50055,8.77947,0.98320,True,941.32338
5179,198.75756,0.80854,-100.90264,-1.06599,228.67687,-119.76150,AI,0.61066,-0.15777,7.10663,-3.89893,True,943.33646
5180,200.89855,-0.21079,-101.45106,-1.07052,230.80584,-121.33663,Q3,-0.51597,0.67134,13.34960,-1.50376,True,953.76722
5181,200.38205,0.49821,-100.23461,-1.04332,230.33828,-119.96721,Q3,-1.85718,3.04772,10.39675,4.44688,True,951.79293
5182,199.37036,-0.67127,-100.69744,-1.05625,229.30650,-121.58411,EBIT/Wh,-0.70501,-1.08910,14.37758,-1.96697,True,946.50310
5183,200.08904,0.04816,-98.62070,-1.04383,230.04297,-121.96911,Q3,-0.00767,-0.49932,9.10411,-0.78711,True,951.13485
5184,198.92921,-0.30542,-95.71436,-1.05564,228.86911,-122.07794,AI,-1.26454,-0.62231,17.80657,2.19586,True,946.78889
5185,200.26740,-0.56093,-98.61065,-1.05161,230.21105,-121.49570,Q3,2.82112,0.60118,12.22660,0.87487,True,952.03166
5186,197.95832,0.47026,-102.32870,-1.06253,227.87906,-117.85429,AI,0.35106,0.86497,12.40754,-0.89793,True,938.62727
5187,199.21814,-0.16751,-102.83925,-1.05638,229.14775,-120.11703,EBIT/Wh,-0.64008,0.60827,13.34378,0.85104,True,944.67105
5188,200.04578,-0.61146,-99.26151,-1.06692,229.95900,-121.38544,Q3,-0.12605,0.54963,10.38933,-3.18113,True,950.59814
5189,200.68868,0.27919,-102.71629,-1.05703,230.62198,-120.87527,Q3,-0.59876,-1.32291,11.66333,0.50349,True,952.08526
5190,199.09047,0.32648,-90.68998,-1.04265,229.04363,-117.53473,EBIT/Wh,0.14969,0.77516,13.62179,-1.78470,True,950.10736
5191,201.37894,0.13767,-100.16933,-1.05428,231.31485,-121.22247,Q2,-0.45435,-0.52078,14.46545,-0.09737,True,956.81002
5192,201.01088,-0.14808,-103.08844,-1.06828,230.92274,-123.34112,Q2,-0.09474,-0.28447,9.82335,-0.22564,True,953.51019
5193,200.67729,0.03513,-102.30345,-1.06472,230.59862,-119.18366,Q3,1.29369,0.27124,13.64270,-1.03332,True,952.23471
5194,200.26315,-0.81397,-97.60366,-1.06006,230.18792,-121.29676,Q3,0.17220,0.18036,11.55043,9.58603,True,952.51390
5195,199.46766,0.82248,-99.23596,-1.06003,229.39517,-123.63468,EBIT/Wh,0.07397,0.71265,11.17370,0.75281,True,947.72031
